,Ticker,pctcmpr,Price,Volume
0,PPPM,2408.1306228428753,0.28999999165534973,227040000
1,CFRESH,353.5434536680366,2.5,24689000
2,CPI,226.29063903032053,3.619999885559082,22560000
3,SFP,416.6666666666667,119.0,1000
4,SSF,409.09090909090907,8.399999618530273,5400
5,ZEN,207.95258088416895,11.699999809265137,168400
6,BTNC,305.55555555555554,10.600000381469727,1100
7,PAF,269.96683474906087,1.6699999570846558,6381800
8,TTT,1980.7692307692307,49.0,10300
9,UT,548.7804878048781,18.700000762939453,4500
10,JCT,212.7659574468085,76.25,2000
11,MBKET,219.48515233320478,12.5,910600
12,TSI,1040.4993757802747,0.3100000023841858,4167200
13,SPG,343.75,17.299999237060547,2200
14,TKT,231.15990823908055,2.140000104904175,12152400
15,CTW,234.03679653679652,7.900000095367432,86500
16,NEP,3037.3204837490553,0.41999998688697815,6429400
17,SLP,227.42709796440326,0.8199999928474426,4339400
18,INOX,494.24917741977265,1.2899999618530273,64862000
19,SAM,220.71480340641418,1.2699999809265137,11694000
20,TSTH,247.34132950593624,1.7599999904632568,133314800
21,DCON,1487.3318391823655,0.550000011920929,108038000
22,DRT,271.0985032286962,7.550000190734863,1452600
23,RCI,246.59863945578232,2.859999895095825,145000
24,BROCK,1122.9020032485112,1.5399999618530273,414800
25,EVER,229.92722340047584,0.3400000035762787,25628700
26,ORI,322.61485932990166,9.449999809265137,28592000
27,PRECHA,888.5874893783907,1.090000033378601,5437800
28,SAMCO,319.57884741597195,1.649999976158142,4577200
29,UV,247.50894577484175,4.260000228881836,17984000
30,BJCHI,321.3819592049819,2.0,1723700
31,BKD,387.30025231286794,2.2200000286102295,92100
32,RT,326.40574838371174,2.180000066757202,7340800
33,TPOLY,236.4877029995319,1.9500000476837158,1313500
34,TRC,1128.2752320829416,0.14000000059604645,141300000
35,7UP,608.7771138929761,1.7200000286102295,2206079200
36,AGE,221.53077468975968,2.9600000381469727,23099900
37,AKR,349.8318198824828,1.0399999618530273,75362100
38,EGCO,243.990651302457,181.0,3298900
39,RPC,375.76066983338603,1.3200000524520874,518019000
40,SCG,492.52962390520355,4.559999942779541,191200
41,WP,210.4052993897932,5.550000190734863,16681900
42,NEW,5555.555555555556,50.0,10000
43,PR9,240.8402808249232,10.800000190734863,3951900
44,MCOT,353.07116953762466,5.900000095367432,1246200
45,MONO,226.25632274291326,1.7100000381469727,40570700
46,MPIC,356.3829787234043,1.7000000476837158,26800
47,ROH,696.4285714285714,30.0,7800
48,BTSGIF,330.3046664095642,4.800000190734863,4282400
49,JUTHA,279.05150753768845,1.4199999570846558,355400
50,TEAM,250.89131466989681,5.25,42377500
51,ALT,352.29918938835664,2.759999990463257,4780700
52,SYNEX,213.64578812864653,23.600000381469727,4430800
53,TWZ,428.5655885411693,0.10999999940395355,598604900
